"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","347","test_TC_Agregar_imagen_con_extension_valida_a_un_taxon[test_image_gif_valid.gif]","tests.catalog.taxons.taxon_images","Tue Nov 11 18:09:47 UTC 2025","passed","Tue Nov 11 18:09:47 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","303","test_TC_Obtener_lista_de_taxones_con_paginacion_valida[1-1]","tests.catalog.taxons","Tue Nov 11 18:10:00 UTC 2025","passed","Tue Nov 11 18:10:01 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","286","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1.5-1]","tests.catalog.taxons","Tue Nov 11 18:10:02 UTC 2025","skipped","Tue Nov 11 18:10:02 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","633","test_TC128_Crear_taxon_con_referencia_de_taxon_padre_valido","tests.catalog.taxons","Tue Nov 11 18:10:12 UTC 2025","passed","Tue Nov 11 18:10:13 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","310","test_TC_Validar_error_al_crear_taxon_con_code_invalido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-code: The code must not be longer than 255 characters.]","tests.catalog.taxons","Tue Nov 11 18:10:12 UTC 2025","passed","Tue Nov 11 18:10:12 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","419","test_TC_Obtener_lista_de_taxones_con_paginacion_valida[1-None]","tests.catalog.taxons","Tue Nov 11 18:10:00 UTC 2025","passed","Tue Nov 11 18:10:00 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","299","test_TC_Listar_imagenes_con_paginacion_invalida[uno-1]","tests.catalog.taxons.taxon_images","Tue Nov 11 18:09:28 UTC 2025","passed","Tue Nov 11 18:09:28 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","372","test_TC_Autenticacion_fallida_400[payload0]","tests.login","Tue Nov 11 18:11:22 UTC 2025","passed","Tue Nov 11 18:11:23 UTC 2025","","test_HU01_EA_POST_LoginAdmin","",""
"","324","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-test-slug]","tests.catalog.taxons","Tue Nov 11 18:10:20 UTC 2025","passed","Tue Nov 11 18:10:20 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","412","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-None]","tests.catalog.taxons","Tue Nov 11 18:10:03 UTC 2025","skipped","Tue Nov 11 18:10:04 UTC 2025","","test_HU10_EA_GET_Taxons","",""
