"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","349","test_TC_Listar_imagenes_con_paginacion_invalida[1-None]","tests.catalog.taxons.taxon_images","Tue Nov 11 18:35:59 UTC 2025","skipped","Tue Nov 11 18:35:59 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","379","test_TC_Agregar_imagen_con_extension_invalida_a_un_taxon[test_image_docx_invalid.docx]","tests.catalog.taxons.taxon_images","Tue Nov 11 18:36:25 UTC 2025","skipped","Tue Nov 11 18:36:25 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","362","test_TC_Agregar_imagen_con_extension_valida_a_un_taxon[test_image_svg_valid.svg]","tests.catalog.taxons.taxon_images","Tue Nov 11 18:36:21 UTC 2025","passed","Tue Nov 11 18:36:21 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","378","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-a]","tests.catalog.taxons","Tue Nov 11 18:37:27 UTC 2025","passed","Tue Nov 11 18:37:27 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","333","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[uno-1]","tests.catalog.taxons","Tue Nov 11 18:37:07 UTC 2025","passed","Tue Nov 11 18:37:08 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","375","test_TC_Actualizar_traduccion_de_taxon_con_name_y_slug_valido[fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff-ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd]","tests.catalog.taxons","Tue Nov 11 18:38:12 UTC 2025","passed","Tue Nov 11 18:38:12 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","350","test_TC_Listar_imagenes_con_paginacion_invalida[uno-1]","tests.catalog.taxons.taxon_images","Tue Nov 11 18:35:57 UTC 2025","passed","Tue Nov 11 18:35:57 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","643","test_TC163_Obtener_lista_imagenes_sin_imagenes_asociadas","tests.catalog.taxons.taxon_images","Tue Nov 11 18:35:51 UTC 2025","passed","Tue Nov 11 18:35:51 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","381","test_TC148_Actualizar_taxon_con_estado_activado","tests.catalog.taxons","Tue Nov 11 18:37:57 UTC 2025","passed","Tue Nov 11 18:37:58 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","380","test_TC_Crear_taxon_con_code_valido[code-test]","tests.catalog.taxons","Tue Nov 11 18:37:17 UTC 2025","passed","Tue Nov 11 18:37:18 UTC 2025","","test_HU12_EA_POST_Taxon","",""
