"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","285","test_TC_188_514_Validar_error_al_actualizar_con_extension_invalida[test_image_pdf_invalid.pdf]","tests.catalog.taxons.taxon_images","Tue Nov 11 22:00:18 UTC 2025","skipped","Tue Nov 11 22:00:18 UTC 2025","","test_HU18_EA_PUT_TaxonImage","",""
"","372","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-None]","tests.catalog.taxons","Tue Nov 11 22:00:38 UTC 2025","skipped","Tue Nov 11 22:00:38 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","264","test_TC_Autenticacion_fallida_401[ api@example.com -sylius-api]","tests.login","Tue Nov 11 22:02:02 UTC 2025","passed","Tue Nov 11 22:02:02 UTC 2025","","test_HU01_EA_POST_LoginAdmin","",""
"","282","test_TC_Listar_imagenes_con_paginacion_invalida[uno-1]","tests.catalog.taxons.taxon_images","Tue Nov 11 21:59:30 UTC 2025","passed","Tue Nov 11 21:59:30 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","235","test_TC152_Validar_error_al_eliminar_taxon_sin_autenticacion","tests.catalog.taxons","Tue Nov 11 22:01:46 UTC 2025","passed","Tue Nov 11 22:01:46 UTC 2025","","test_HU14_EA_DELETE_Taxon","",""
"","332","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[a-test_slug]","tests.catalog.taxons","Tue Nov 11 22:00:51 UTC 2025","passed","Tue Nov 11 22:00:51 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","446","test_TC_Listar_imagenes_con_paginacion_valida[1-1]","tests.catalog.taxons.taxon_images","Tue Nov 11 21:59:28 UTC 2025","passed","Tue Nov 11 21:59:29 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","234","test_TC107_Listar_taxones_sin_autenticacion","tests.catalog.taxons","Tue Nov 11 22:00:34 UTC 2025","passed","Tue Nov 11 22:00:34 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","309","test_TC_Crear_taxon_con_code_valido[code-test]","tests.catalog.taxons","Tue Nov 11 22:00:44 UTC 2025","passed","Tue Nov 11 22:00:45 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","299","test_TC134_Crear_taxon_con_estado_desactivado","tests.catalog.taxons","Tue Nov 11 22:00:49 UTC 2025","passed","Tue Nov 11 22:00:49 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","289","test_TC_518_519_Actualizar_imagen_con_tipo_valido[]","tests.catalog.taxons.taxon_images","Tue Nov 11 22:00:19 UTC 2025","passed","Tue Nov 11 22:00:19 UTC 2025","","test_HU18_EA_PUT_TaxonImage","",""
"","236","test_TC194_Validar_error_al_eliminar_imagen_con_token_invalido","tests.catalog.taxons.taxon_images","Tue Nov 11 22:00:29 UTC 2025","passed","Tue Nov 11 22:00:29 UTC 2025","","test_HU19_EA_DELETE_TaxonImage","",""
"","308","test_TC_Actualizar_traduccion_de_taxon_con_name_y_slug_valido[ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg-test-slug]","tests.catalog.taxons","Tue Nov 11 22:01:29 UTC 2025","passed","Tue Nov 11 22:01:29 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","260","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[ -1]","tests.catalog.taxons","Tue Nov 11 22:00:37 UTC 2025","passed","Tue Nov 11 22:00:37 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","296","test_TC_Listar_imagenes_con_paginacion_valida[1-0]","tests.catalog.taxons.taxon_images","Tue Nov 11 21:59:29 UTC 2025","passed","Tue Nov 11 21:59:29 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","274","test_TC_Validar_error_al_crear_taxon_con_code_invalido[-code: Please enter taxon code.]","tests.catalog.taxons","Tue Nov 11 22:00:45 UTC 2025","passed","Tue Nov 11 22:00:46 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","608","test_TC128_Crear_taxon_con_referencia_de_taxon_padre_valido","tests.catalog.taxons","Tue Nov 11 22:00:46 UTC 2025","passed","Tue Nov 11 22:00:47 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","296","test_TC_Agregar_imagen_con_extension_invalida_a_un_taxon[test_image_pdf_invalid.pdf]","tests.catalog.taxons.taxon_images","Tue Nov 11 21:59:52 UTC 2025","skipped","Tue Nov 11 21:59:53 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","262","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[-1-1]","tests.catalog.taxons","Tue Nov 11 22:00:36 UTC 2025","passed","Tue Nov 11 22:00:36 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","360","test_TC174_Validar_error_al_agregar_imagen_a_un_taxon_inexistente","tests.catalog.taxons.taxon_images","Tue Nov 11 21:59:40 UTC 2025","passed","Tue Nov 11 21:59:41 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","263","test_TC112_Validar_error_al_obtener_taxon_por_code_inexistente","tests.catalog.taxons","Tue Nov 11 22:00:40 UTC 2025","passed","Tue Nov 11 22:00:40 UTC 2025","","test_HU11_EA_GET_Taxon","",""
"","603","test_TC180_Agregar_mas_de_una_imagen_a_un_taxon_existente","tests.catalog.taxons.taxon_images","Tue Nov 11 21:59:39 UTC 2025","passed","Tue Nov 11 21:59:39 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","225","test_TC193_Validar_error_al_eliminar_imagen_sin_token","tests.catalog.taxons.taxon_images","Tue Nov 11 22:00:28 UTC 2025","passed","Tue Nov 11 22:00:28 UTC 2025","","test_HU19_EA_DELETE_TaxonImage","",""
"","270","test_TC_418_421_Validar_error_al_obtener_imagen_con_ID_invalido[uno]","tests.catalog.taxons.taxon_images","Tue Nov 11 21:59:35 UTC 2025","passed","Tue Nov 11 21:59:36 UTC 2025","","test_HU16_EA_GET_TaxonImage","",""
"","297","test_TC122_Crear_taxon_con_solo_campos_requeridos","tests.catalog.taxons","Tue Nov 11 22:00:42 UTC 2025","passed","Tue Nov 11 22:00:42 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","223","test_TC172_Validar_error_al_obtener_imagen_de_un_taxon_con_token_invalido","tests.catalog.taxons.taxon_images","Tue Nov 11 21:59:35 UTC 2025","passed","Tue Nov 11 21:59:35 UTC 2025","","test_HU16_EA_GET_TaxonImage","",""
"","544","test_TC158_Verificar_imagen_de_taxon_eliminado_no_exista","tests.catalog.taxons","Tue Nov 11 22:01:52 UTC 2025","passed","Tue Nov 11 22:01:52 UTC 2025","","test_HU14_EA_DELETE_Taxon","",""
"","267","test_TC136_Validar_error_al_actualizar_taxon_inexistente","tests.catalog.taxons","Tue Nov 11 22:01:00 UTC 2025","passed","Tue Nov 11 22:01:01 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","806","test_TC506_Validar_error_al_agregar_imagen_a_un_taxon_con_un_peso_mayor_de_2MB","tests.catalog.taxons.taxon_images","Tue Nov 11 21:59:56 UTC 2025","passed","Tue Nov 11 21:59:56 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
