"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 20 04:12:38 GMT 2025","Mon Oct 20 04:12:39 GMT 2025","464","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC386_Crear_taxon_con_descripcion_en_traduccion",""
"passed","Mon Oct 20 04:12:36 GMT 2025","Mon Oct 20 04:12:36 GMT 2025","448","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Mon Oct 20 04:12:16 GMT 2025","Mon Oct 20 04:12:17 GMT 2025","484","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Crear_taxon_con_code_valido[a]",""
"passed","Mon Oct 20 04:12:14 GMT 2025","Mon Oct 20 04:12:15 GMT 2025","479","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC122_Crear_taxon_con_solo_campos_requeridos",""
"passed","Mon Oct 20 04:12:25 GMT 2025","Mon Oct 20 04:12:25 GMT 2025","443","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC133_Crear_taxon_con_estado_activado",""
"passed","Mon Oct 20 04:12:21 GMT 2025","Mon Oct 20 04:12:21 GMT 2025","439","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_taxon_con_code_invalido[Test_#12/-code: Taxon code can only be comprised of letters, numbers, dashes and underscores.]",""
"passed","Mon Oct 20 04:12:30 GMT 2025","Mon Oct 20 04:12:31 GMT 2025","489","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-a]",""
"passed","Mon Oct 20 04:12:14 GMT 2025","Mon Oct 20 04:12:14 GMT 2025","466","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC121_Crear_taxon_con_todos_los_campos_validos",""
"passed","Mon Oct 20 04:12:44 GMT 2025","Mon Oct 20 04:12:45 GMT 2025","425","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_400[payload1]",""
"passed","Mon Oct 20 04:12:12 GMT 2025","Mon Oct 20 04:12:12 GMT 2025","405","tests.catalog.taxons","test_HU11_EA_GET_Taxon","","","","test_TC116_Obtener_taxon_sin_imagen_asociado",""
"passed","Mon Oct 20 04:12:10 GMT 2025","Mon Oct 20 04:12:10 GMT 2025","458","tests.catalog.taxons","test_HU11_EA_GET_Taxon","","","","test_TC111_Obtener_taxon_por_code_existente",""
"passed","Mon Oct 20 04:12:16 GMT 2025","Mon Oct 20 04:12:16 GMT 2025","404","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC124_Validar_error_al_crear_taxon_con_token_invalido",""
"skipped","Mon Oct 20 04:12:06 GMT 2025","Mon Oct 20 04:12:07 GMT 2025","454","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-1.5]",""
"passed","Mon Oct 20 04:12:04 GMT 2025","Mon Oct 20 04:12:04 GMT 2025","441","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[-1-1]",""
"skipped","Mon Oct 20 04:12:07 GMT 2025","Mon Oct 20 04:12:07 GMT 2025","429","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-uno]",""
"passed","Mon Oct 20 04:12:34 GMT 2025","Mon Oct 20 04:12:34 GMT 2025","424","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[-]",""
"passed","Mon Oct 20 04:12:02 GMT 2025","Mon Oct 20 04:12:03 GMT 2025","435","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_valida[1-1]",""
"passed","Mon Oct 20 04:12:47 GMT 2025","Mon Oct 20 04:12:47 GMT 2025","451","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_400[None]",""
"passed","Mon Oct 20 04:12:43 GMT 2025","Mon Oct 20 04:12:44 GMT 2025","504","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_401[api@example.com- sylius-api ]",""
"passed","Mon Oct 20 04:12:35 GMT 2025","Mon Oct 20 04:12:36 GMT 2025","448","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-]",""
"passed","Mon Oct 20 04:12:37 GMT 2025","Mon Oct 20 04:12:38 GMT 2025","476","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC385_Crear_taxon_con_mas_de_una_traduccion_valida",""
"passed","Mon Oct 20 04:12:41 GMT 2025","Mon Oct 20 04:12:41 GMT 2025","543","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_91_Autenticacion_exitosa_con_email_y_contrasena_validos[API@EXAMPLE.COM-sylius-api]",""
"passed","Mon Oct 20 04:12:15 GMT 2025","Mon Oct 20 04:12:16 GMT 2025","370","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC123_Validar_error_al_crear_taxon_sin_autenticacion",""
"passed","Mon Oct 20 04:12:46 GMT 2025","Mon Oct 20 04:12:47 GMT 2025","396","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_400[payload5]",""
"passed","Mon Oct 20 04:12:40 GMT 2025","Mon Oct 20 04:12:41 GMT 2025","521","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_91_Autenticacion_exitosa_con_email_y_contrasena_validos[api@example.com-sylius-api]",""
"passed","Mon Oct 20 04:12:00 GMT 2025","Mon Oct 20 04:12:00 GMT 2025","786","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC106_Obtener_lista_de_taxones",""
"passed","Mon Oct 20 04:12:41 GMT 2025","Mon Oct 20 04:12:42 GMT 2025","365","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_401[asdfSDFs23d-SFhgsf23]",""
"passed","Mon Oct 20 04:12:42 GMT 2025","Mon Oct 20 04:12:43 GMT 2025","498","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_401[api@example.com-SYLIUS-API]",""
