"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Oct 20 03:59:40 GMT 2025","Mon Oct 20 03:59:40 GMT 2025","0","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC122_Crear_taxon_con_solo_campos_requeridos",""
"broken","Mon Oct 20 03:59:40 GMT 2025","Mon Oct 20 03:59:40 GMT 2025","0","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[ -1]",""
"broken","Mon Oct 20 03:59:41 GMT 2025","Mon Oct 20 03:59:41 GMT 2025","0","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_taxon_con_code_invalido[-code: Please enter taxon code.]",""
"passed","Mon Oct 20 03:59:43 GMT 2025","Mon Oct 20 03:59:43 GMT 2025","755","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_401[asdfSDFs23d-sylius-api]",""
"broken","Mon Oct 20 03:59:41 GMT 2025","Mon Oct 20 03:59:41 GMT 2025","0","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-test slug]",""
"broken","Mon Oct 20 03:59:41 GMT 2025","Mon Oct 20 03:59:41 GMT 2025","0","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC386_Crear_taxon_con_descripcion_en_traduccion",""
"skipped","Mon Oct 20 03:59:40 GMT 2025","Mon Oct 20 03:59:40 GMT 2025","0","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-uno]",""
"skipped","Mon Oct 20 03:59:40 GMT 2025","Mon Oct 20 03:59:40 GMT 2025","0","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-None]",""
"broken","Mon Oct 20 03:59:41 GMT 2025","Mon Oct 20 03:59:41 GMT 2025","0","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[-]",""
"passed","Mon Oct 20 03:59:45 GMT 2025","Mon Oct 20 03:59:46 GMT 2025","526","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_401[api@example.com- sylius-api ]",""
"broken","Mon Oct 20 03:59:40 GMT 2025","Mon Oct 20 03:59:40 GMT 2025","0","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[0-1]",""
"broken","Mon Oct 20 03:59:40 GMT 2025","Mon Oct 20 03:59:40 GMT 2025","0","tests.catalog.taxons","test_HU11_EA_GET_Taxon","","","","test_TC114_Validar_error_al_obtener_taxon_con_token_invalido",""
"broken","Mon Oct 20 03:59:41 GMT 2025","Mon Oct 20 03:59:41 GMT 2025","0","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"broken","Mon Oct 20 03:59:41 GMT 2025","Mon Oct 20 03:59:41 GMT 2025","0","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[-Test_#12/]",""
"broken","Mon Oct 20 03:59:40 GMT 2025","Mon Oct 20 03:59:40 GMT 2025","0","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1--1]",""
"broken","Mon Oct 20 03:59:41 GMT 2025","Mon Oct 20 03:59:41 GMT 2025","0","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Crear_taxon_con_code_valido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"broken","Mon Oct 20 03:59:41 GMT 2025","Mon Oct 20 03:59:41 GMT 2025","0","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Mon Oct 20 03:59:48 GMT 2025","Mon Oct 20 03:59:48 GMT 2025","432","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_400[payload4]",""
