"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","264","test_TC_Listar_imagenes_con_paginacion_invalida[uno-1]","tests.catalog.taxons.taxon_images","Tue Nov 11 19:07:26 UTC 2025","passed","Tue Nov 11 19:07:26 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","298","test_TC_Validar_error_al_actualizar_traduccion_de_taxon_con_name_y_slug_invalido[dddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd-test slug]","tests.catalog.taxons","Tue Nov 11 19:09:36 UTC 2025","passed","Tue Nov 11 19:09:36 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","340","test_TC196_Validar_error_al_eliminar_imagen_sin_code","tests.catalog.taxons.taxon_images","Tue Nov 11 19:08:22 UTC 2025","passed","Tue Nov 11 19:08:22 UTC 2025","","test_HU19_EA_DELETE_TaxonImage","",""
"","298","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[a-test_slug]","tests.catalog.taxons","Tue Nov 11 19:08:46 UTC 2025","passed","Tue Nov 11 19:08:46 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","298","test_TC121_Crear_taxon_con_todos_los_campos_validos","tests.catalog.taxons","Tue Nov 11 19:08:37 UTC 2025","passed","Tue Nov 11 19:08:37 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","250","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[-1-1]","tests.catalog.taxons","Tue Nov 11 19:08:31 UTC 2025","passed","Tue Nov 11 19:08:31 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","297","test_TC185_Agregar_imagen_a_un_taxon_con_campo_tipo_con_cero_caracteres","tests.catalog.taxons.taxon_images","Tue Nov 11 19:07:53 UTC 2025","passed","Tue Nov 11 19:07:53 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","356","test_TC_Autenticacion_fallida_401[api@example.com-SFhgsf23]","tests.login","Tue Nov 11 19:09:55 UTC 2025","passed","Tue Nov 11 19:09:56 UTC 2025","","test_HU01_EA_POST_LoginAdmin","",""
"","226","test_TC171_Validar_error_al_obtener_imagen_de_un_taxon_sin_token_de_autenticacion","tests.catalog.taxons.taxon_images","Tue Nov 11 19:07:31 UTC 2025","passed","Tue Nov 11 19:07:31 UTC 2025","","test_HU16_EA_GET_TaxonImage","",""
"","295","test_TC_Agregar_imagen_con_extension_invalida_a_un_taxon[test_image_docx_invalid.docx]","tests.catalog.taxons.taxon_images","Tue Nov 11 19:07:48 UTC 2025","skipped","Tue Nov 11 19:07:49 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","423","test_TC_Listar_imagenes_con_paginacion_invalida[-1-1]","tests.catalog.taxons.taxon_images","Tue Nov 11 19:07:26 UTC 2025","passed","Tue Nov 11 19:07:26 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
