"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","327","test_TC129_Validar_error_al_crear_taxon_con_referencia_de_taxon_padre_invalido","tests.catalog.taxons","Tue Nov 11 17:41:14 UTC 2025","passed","Tue Nov 11 17:41:14 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","738","test_TC128_Crear_taxon_con_referencia_de_taxon_padre_valido","tests.catalog.taxons","Tue Nov 11 17:41:12 UTC 2025","passed","Tue Nov 11 17:41:12 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","285","test_TC139_Validar_error_al_actualizar_taxon_con_token_invalido","tests.catalog.taxons","Tue Nov 11 17:41:34 UTC 2025","passed","Tue Nov 11 17:41:34 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","366","test_TC_Actualizar_taxon_con_posicion_valida[0]","tests.catalog.taxons","Tue Nov 11 17:41:41 UTC 2025","passed","Tue Nov 11 17:41:41 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","346","test_TC_Validar_error_al_actualizar_traduccion_de_taxon_con_name_y_slug_invalido[bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb-]","tests.catalog.taxons","Tue Nov 11 17:42:13 UTC 2025","passed","Tue Nov 11 17:42:14 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","364","test_TC134_Crear_taxon_con_estado_desactivado","tests.catalog.taxons","Tue Nov 11 17:41:15 UTC 2025","passed","Tue Nov 11 17:41:15 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","320","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[-1-1]","tests.catalog.taxons","Tue Nov 11 17:40:59 UTC 2025","passed","Tue Nov 11 17:40:59 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","420","test_TC_Autenticacion_fallida_400[payload0]","tests.login","Tue Nov 11 17:42:30 UTC 2025","passed","Tue Nov 11 17:42:30 UTC 2025","","test_HU01_EA_POST_LoginAdmin","",""
"","379","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[a-a]","tests.catalog.taxons","Tue Nov 11 17:41:15 UTC 2025","passed","Tue Nov 11 17:41:16 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","327","test_TC116_Obtener_taxon_sin_imagen_asociado","tests.catalog.taxons","Tue Nov 11 17:41:05 UTC 2025","passed","Tue Nov 11 17:41:05 UTC 2025","","test_HU11_EA_GET_Taxon","",""
"","346","test_TC_Validar_error_al_actualizar_traduccion_de_taxon_con_name_y_slug_invalido[-test slug]","tests.catalog.taxons","Tue Nov 11 17:42:10 UTC 2025","passed","Tue Nov 11 17:42:10 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","331","test_TC_Listar_imagenes_con_paginacion_invalida[1-uno]","tests.catalog.taxons.taxon_images","Tue Nov 11 17:40:27 UTC 2025","skipped","Tue Nov 11 17:40:27 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","759","test_TC180_Agregar_mas_de_una_imagen_a_un_taxon_existente","tests.catalog.taxons.taxon_images","Tue Nov 11 17:40:31 UTC 2025","passed","Tue Nov 11 17:40:31 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","283","test_TC_Autenticacion_fallida_401[asdfSDFs23d-sylius-api]","tests.login","Tue Nov 11 17:42:28 UTC 2025","passed","Tue Nov 11 17:42:29 UTC 2025","","test_HU01_EA_POST_LoginAdmin","",""
"","363","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[a-test_slug]","tests.catalog.taxons","Tue Nov 11 17:41:17 UTC 2025","passed","Tue Nov 11 17:41:18 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","285","test_TC153_Validar_error_al_eliminar_taxon_con_token_invalido","tests.catalog.taxons","Tue Nov 11 17:42:24 UTC 2025","passed","Tue Nov 11 17:42:24 UTC 2025","","test_HU14_EA_DELETE_Taxon","",""
"","512","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-None]","tests.catalog.taxons","Tue Nov 11 17:41:01 UTC 2025","skipped","Tue Nov 11 17:41:02 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","332","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-uno]","tests.catalog.taxons","Tue Nov 11 17:41:01 UTC 2025","skipped","Tue Nov 11 17:41:01 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","334","test_TC146_Actualizar_traduccion_existente_de_un_taxon","tests.catalog.taxons","Tue Nov 11 17:41:49 UTC 2025","skipped","Tue Nov 11 17:41:50 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","336","test_TC_Listar_imagenes_con_paginacion_invalida[ -1]","tests.catalog.taxons.taxon_images","Tue Nov 11 17:40:26 UTC 2025","passed","Tue Nov 11 17:40:26 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","346","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[-bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb]","tests.catalog.taxons","Tue Nov 11 17:41:21 UTC 2025","passed","Tue Nov 11 17:41:22 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","584","test_TC165_Listar_imagenes_con_token_invalido","tests.catalog.taxons.taxon_images","Tue Nov 11 17:40:22 UTC 2025","passed","Tue Nov 11 17:40:23 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","330","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[-]","tests.catalog.taxons","Tue Nov 11 17:41:21 UTC 2025","passed","Tue Nov 11 17:41:21 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","364","test_TC385_Crear_taxon_con_mas_de_una_traduccion_valida","tests.catalog.taxons","Tue Nov 11 17:41:24 UTC 2025","passed","Tue Nov 11 17:41:24 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","386","test_TC177_Agregar_imagen_a_un_taxon_con_solo_campo_requerido","tests.catalog.taxons.taxon_images","Tue Nov 11 17:40:36 UTC 2025","passed","Tue Nov 11 17:40:36 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","396","test_TC_Crear_taxon_con_code_valido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]","tests.catalog.taxons","Tue Nov 11 17:41:08 UTC 2025","passed","Tue Nov 11 17:41:09 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","282","test_TC113_Validar_error_al_obtener_taxon_sin_autenticacion","tests.catalog.taxons","Tue Nov 11 17:41:04 UTC 2025","passed","Tue Nov 11 17:41:04 UTC 2025","","test_HU11_EA_GET_Taxon","",""
"","379","test_TC_Agregar_imagen_con_extension_invalida_a_un_taxon[test_image_pdf_invalid.pdf]","tests.catalog.taxons.taxon_images","Tue Nov 11 17:40:48 UTC 2025","skipped","Tue Nov 11 17:40:48 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","337","test_TC_Listar_imagenes_con_paginacion_invalida[1-1.5]","tests.catalog.taxons.taxon_images","Tue Nov 11 17:40:27 UTC 2025","skipped","Tue Nov 11 17:40:27 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","689","test_TC154_Validar_error_al_intentar_eliminar_dos_veces_el_mismo_taxon","tests.catalog.taxons","Tue Nov 11 17:42:25 UTC 2025","passed","Tue Nov 11 17:42:25 UTC 2025","","test_HU14_EA_DELETE_Taxon","",""
