"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 20 16:14:17 GMT 2025","Mon Oct 20 16:14:17 GMT 2025","418","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Mon Oct 20 16:14:21 GMT 2025","Mon Oct 20 16:14:22 GMT 2025","394","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Mon Oct 20 16:14:30 GMT 2025","Mon Oct 20 16:14:30 GMT 2025","353","tests.login","test_HU01_EA_POST_LoginAdmin","","","","test_TC_Autenticacion_fallida_400[payload5]",""
"passed","Mon Oct 20 16:14:10 GMT 2025","Mon Oct 20 16:14:10 GMT 2025","435","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC142_Crear_taxon_sin_referencia_de_taxon_padre",""
"passed","Mon Oct 20 16:14:06 GMT 2025","Mon Oct 20 16:14:07 GMT 2025","408","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Crear_taxon_con_code_valido[code_test]",""
"passed","Mon Oct 20 16:13:50 GMT 2025","Mon Oct 20 16:13:51 GMT 2025","521","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC108_Listar_taxones_con_token_invalido",""
"skipped","Mon Oct 20 16:13:55 GMT 2025","Mon Oct 20 16:13:56 GMT 2025","414","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-1.5]",""
"passed","Mon Oct 20 16:13:59 GMT 2025","Mon Oct 20 16:13:59 GMT 2025","371","tests.catalog.taxons","test_HU11_EA_GET_Taxon","","","","test_TC112_Validar_error_al_obtener_taxon_por_code_inexistente",""
"passed","Mon Oct 20 16:13:54 GMT 2025","Mon Oct 20 16:13:54 GMT 2025","383","tests.catalog.taxons","test_HU10_EA_GET_Taxons","","","","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[uno-1]",""
"passed","Mon Oct 20 16:14:15 GMT 2025","Mon Oct 20 16:14:16 GMT 2025","408","tests.catalog.taxons","test_HU12_EA_POST_Taxon","","","","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[a-test_slug]",""
