"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","198","test_TC_Validar_error_al_actualizar_taxon_con_posicion_invalida[-1]","tests.catalog.taxons","Wed Nov 05 15:18:43 UTC 2025","skipped","Wed Nov 05 15:18:43 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","255","test_TC_Autenticacion_fallida_401[api@example.com-SYLIUS-API]","tests.login","Wed Nov 05 15:19:02 UTC 2025","passed","Wed Nov 05 15:19:03 UTC 2025","","test_HU01_EA_POST_LoginAdmin","",""
"","216","test_TC387_Crear_taxon_sin_descripcion_en_traduccion","tests.catalog.taxons","Wed Nov 05 15:18:31 UTC 2025","passed","Wed Nov 05 15:18:32 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","161","test_TC138_Validar_error_al_actualizar_taxon_sin_autenticacion","tests.catalog.taxons","Wed Nov 05 15:18:35 UTC 2025","passed","Wed Nov 05 15:18:35 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","411","test_TC128_Crear_taxon_con_referencia_de_taxon_padre_valido","tests.catalog.taxons","Wed Nov 05 15:18:24 UTC 2025","passed","Wed Nov 05 15:18:24 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","205","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[a-a]","tests.catalog.taxons","Wed Nov 05 15:18:26 UTC 2025","passed","Wed Nov 05 15:18:26 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","187","test_TC_Validar_error_al_crear_taxon_con_code_invalido[-code: Please enter taxon code.]","tests.catalog.taxons","Wed Nov 05 15:18:23 UTC 2025","passed","Wed Nov 05 15:18:24 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","207","test_TC140_Actualizar_taxon_con_referencia_de_taxon_padre_valido","tests.catalog.taxons","Wed Nov 05 15:18:37 UTC 2025","passed","Wed Nov 05 15:18:37 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","198","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[-1-1]","tests.catalog.taxons","Wed Nov 05 15:18:16 UTC 2025","passed","Wed Nov 05 15:18:17 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","155","test_TC_Autenticacion_fallida_401[asdfSDFs23d-sylius-api]","tests.login","Wed Nov 05 15:19:02 UTC 2025","passed","Wed Nov 05 15:19:02 UTC 2025","","test_HU01_EA_POST_LoginAdmin","",""
"","192","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[-]","tests.catalog.taxons","Wed Nov 05 15:18:29 UTC 2025","passed","Wed Nov 05 15:18:29 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","201","test_TC_Actualizar_traduccion_de_taxon_con_name_y_slug_valido[hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh-test_slug]","tests.catalog.taxons","Wed Nov 05 15:18:53 UTC 2025","passed","Wed Nov 05 15:18:53 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","189","test_TC_Validar_error_al_actualizar_traduccion_de_taxon_con_name_y_slug_invalido[bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb-]","tests.catalog.taxons","Wed Nov 05 15:18:58 UTC 2025","passed","Wed Nov 05 15:18:58 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","208","test_TC142_Crear_taxon_sin_referencia_de_taxon_padre","tests.catalog.taxons","Wed Nov 05 15:18:25 UTC 2025","passed","Wed Nov 05 15:18:25 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","206","test_TC_Crear_taxon_con_code_valido[code_test]","tests.catalog.taxons","Wed Nov 05 15:18:23 UTC 2025","passed","Wed Nov 05 15:18:23 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","160","test_TC139_Validar_error_al_actualizar_taxon_con_token_invalido","tests.catalog.taxons","Wed Nov 05 15:18:36 UTC 2025","passed","Wed Nov 05 15:18:36 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","204","test_TC_Actualizar_traduccion_de_taxon_con_name_y_slug_valido[fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff-ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd]","tests.catalog.taxons","Wed Nov 05 15:18:51 UTC 2025","passed","Wed Nov 05 15:18:51 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","396","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1.5-1]","tests.catalog.taxons","Wed Nov 05 15:18:17 UTC 2025","skipped","Wed Nov 05 15:18:17 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","286","test_TC_91_Autenticacion_exitosa_con_email_y_contrasena_validos[api@example.com-sylius-api]","tests.login","Wed Nov 05 15:19:01 UTC 2025","passed","Wed Nov 05 15:19:02 UTC 2025","","test_HU01_EA_POST_LoginAdmin","",""
"","192","test_TC_Validar_error_al_crear_taxon_con_code_invalido[Test_#12/-code: Taxon code can only be comprised of letters, numbers, dashes and underscores.]","tests.catalog.taxons","Wed Nov 05 15:18:24 UTC 2025","passed","Wed Nov 05 15:18:24 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","208","test_TC_Actualizar_traduccion_de_taxon_con_name_y_slug_valido[d-test_slug]","tests.catalog.taxons","Wed Nov 05 15:18:49 UTC 2025","passed","Wed Nov 05 15:18:50 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","316","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-None]","tests.catalog.taxons","Wed Nov 05 15:18:18 UTC 2025","skipped","Wed Nov 05 15:18:18 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","184","test_TC_Validar_error_al_crear_taxon_con_code_invalido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-code: The code must not be longer than 255 characters.]","tests.catalog.taxons","Wed Nov 05 15:18:24 UTC 2025","passed","Wed Nov 05 15:18:24 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","187","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[-bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb]","tests.catalog.taxons","Wed Nov 05 15:18:29 UTC 2025","passed","Wed Nov 05 15:18:30 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","185","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1--1]","tests.catalog.taxons","Wed Nov 05 15:18:18 UTC 2025","passed","Wed Nov 05 15:18:18 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","220","test_TC_Actualizar_traduccion_de_taxon_con_name_y_slug_valido[c-test-slug]","tests.catalog.taxons","Wed Nov 05 15:18:48 UTC 2025","passed","Wed Nov 05 15:18:49 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","199","test_TC_Crear_traduccion_de_taxon_con_name_y_slug_valido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-a]","tests.catalog.taxons","Wed Nov 05 15:18:28 UTC 2025","passed","Wed Nov 05 15:18:28 UTC 2025","","test_HU12_EA_POST_Taxon","",""
