"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","334","test_TC_187_511_Validar_error_al_intentar_actualizar_archivo[test_image_jpg_valid.jpg]","tests.catalog.taxons.taxon_images","Tue Nov 11 20:57:05 UTC 2025","skipped","Tue Nov 11 20:57:05 UTC 2025","","test_HU18_EA_PUT_TaxonImage","",""
"","362","test_TC140_Actualizar_taxon_con_referencia_de_taxon_padre_valido","tests.catalog.taxons","Tue Nov 11 20:58:14 UTC 2025","passed","Tue Nov 11 20:58:14 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","327","test_TC_Validar_error_al_crear_traduccion_de_taxon_con_name_y_slug_invalido[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-test slug]","tests.catalog.taxons","Tue Nov 11 20:58:02 UTC 2025","passed","Tue Nov 11 20:58:02 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","498","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[1-None]","tests.catalog.taxons","Tue Nov 11 20:57:40 UTC 2025","skipped","Tue Nov 11 20:57:40 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","293","test_TC138_Validar_error_al_actualizar_taxon_sin_autenticacion","tests.catalog.taxons","Tue Nov 11 20:58:11 UTC 2025","passed","Tue Nov 11 20:58:11 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","343","test_TC_Validar_error_al_actualizar_traduccion_de_taxon_con_name_y_slug_invalido[-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]","tests.catalog.taxons","Tue Nov 11 20:58:47 UTC 2025","passed","Tue Nov 11 20:58:47 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","987","test_TC159_Eliminar_taxon_con_taxones_hijos","tests.catalog.taxons","Tue Nov 11 20:59:12 UTC 2025","passed","Tue Nov 11 20:59:13 UTC 2025","","test_HU14_EA_DELETE_Taxon","",""
"","727","test_TC128_Crear_taxon_con_referencia_de_taxon_padre_valido","tests.catalog.taxons","Tue Nov 11 20:57:50 UTC 2025","passed","Tue Nov 11 20:57:51 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","469","test_TC176_Validar_error_al_agregar_imagen_con_token_invalido","tests.catalog.taxons.taxon_images","Tue Nov 11 20:56:32 UTC 2025","passed","Tue Nov 11 20:56:32 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","322","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[-1-1]","tests.catalog.taxons","Tue Nov 11 20:57:38 UTC 2025","passed","Tue Nov 11 20:57:38 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","346","test_TC_Validar_error_al_actualizar_taxon_con_posicion_invalida[-1]","tests.catalog.taxons","Tue Nov 11 20:58:24 UTC 2025","skipped","Tue Nov 11 20:58:25 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","351","test_TC185_Agregar_imagen_a_un_taxon_con_campo_tipo_con_cero_caracteres","tests.catalog.taxons.taxon_images","Tue Nov 11 20:56:51 UTC 2025","passed","Tue Nov 11 20:56:51 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","366","test_TC121_Crear_taxon_con_todos_los_campos_validos","tests.catalog.taxons","Tue Nov 11 20:57:44 UTC 2025","passed","Tue Nov 11 20:57:45 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","346","test_TC146_Actualizar_traduccion_existente_de_un_taxon","tests.catalog.taxons","Tue Nov 11 20:58:28 UTC 2025","skipped","Tue Nov 11 20:58:28 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","297","test_TC123_Validar_error_al_crear_taxon_sin_autenticacion","tests.catalog.taxons","Tue Nov 11 20:57:46 UTC 2025","passed","Tue Nov 11 20:57:46 UTC 2025","","test_HU12_EA_POST_Taxon","",""
"","352","test_TC504_Agregar_imagen_a_un_taxon_con_un_peso_minimo_de_1KB","tests.catalog.taxons.taxon_images","Tue Nov 11 20:56:46 UTC 2025","passed","Tue Nov 11 20:56:46 UTC 2025","","test_HU17_EA_POST_TaxonImage","",""
"","372","test_TC145_Actualizar_taxon_sin_referencia_de_taxon_padre","tests.catalog.taxons","Tue Nov 11 20:58:16 UTC 2025","passed","Tue Nov 11 20:58:16 UTC 2025","","test_HU13_EA_PUT_Taxon","",""
"","347","test_TC520_Validar_error_al_actualizar_imagen_con_tipo_de_256_caracteres","tests.catalog.taxons.taxon_images","Tue Nov 11 20:57:21 UTC 2025","passed","Tue Nov 11 20:57:21 UTC 2025","","test_HU18_EA_PUT_TaxonImage","",""
"","338","test_TC_Listar_imagenes_con_paginacion_invalida[1-None]","tests.catalog.taxons.taxon_images","Tue Nov 11 20:56:19 UTC 2025","skipped","Tue Nov 11 20:56:20 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","327","test_TC_Obtener_lista_de_taxones_con_paginacion_invalida[ -1]","tests.catalog.taxons","Tue Nov 11 20:57:39 UTC 2025","passed","Tue Nov 11 20:57:39 UTC 2025","","test_HU10_EA_GET_Taxons","",""
"","390","test_TC_Autenticacion_fallida_401[api@example.com- sylius-api ]","tests.login","Tue Nov 11 20:59:20 UTC 2025","passed","Tue Nov 11 20:59:21 UTC 2025","","test_HU01_EA_POST_LoginAdmin","",""
"","329","test_TC_418_421_Validar_error_al_obtener_imagen_con_ID_invalido[-1]","tests.catalog.taxons.taxon_images","Tue Nov 11 20:56:24 UTC 2025","passed","Tue Nov 11 20:56:24 UTC 2025","","test_HU16_EA_GET_TaxonImage","",""
"","341","test_TC_188_514_Validar_error_al_actualizar_con_extension_invalida[test_image_pdf_invalid.pdf]","tests.catalog.taxons.taxon_images","Tue Nov 11 20:57:15 UTC 2025","skipped","Tue Nov 11 20:57:16 UTC 2025","","test_HU18_EA_PUT_TaxonImage","",""
"","313","test_TC112_Validar_error_al_obtener_taxon_por_code_inexistente","tests.catalog.taxons","Tue Nov 11 20:57:42 UTC 2025","passed","Tue Nov 11 20:57:42 UTC 2025","","test_HU11_EA_GET_Taxon","",""
"","334","test_TC_Listar_imagenes_con_paginacion_invalida[0-1]","tests.catalog.taxons.taxon_images","Tue Nov 11 20:56:17 UTC 2025","passed","Tue Nov 11 20:56:17 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","342","test_TC162_Obtener_lista_imagenes_con_imagenes_existentes","tests.catalog.taxons.taxon_images","Tue Nov 11 20:56:14 UTC 2025","passed","Tue Nov 11 20:56:15 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
"","274","test_TC114_Validar_error_al_obtener_taxon_con_token_invalido","tests.catalog.taxons","Tue Nov 11 20:57:43 UTC 2025","passed","Tue Nov 11 20:57:43 UTC 2025","","test_HU11_EA_GET_Taxon","",""
"","333","test_TC_Listar_imagenes_con_paginacion_invalida[1.5-1]","tests.catalog.taxons.taxon_images","Tue Nov 11 20:56:17 UTC 2025","skipped","Tue Nov 11 20:56:18 UTC 2025","","test_HU14_EA_GET_TaxonImages","",""
